"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","FIRST_VISIT_DATE","TOTAL_VISITS","TOTAL_VISITORS","CONTACT_EMAIL_SHA256"
"apex-cloud.com","Apex Cloud","Construction","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged","2026-05-19",93,4,"a2f5f6f6998d3d95e298024fc78b60c02d8291d79ad97f9a9f1d561d180be716"
"vertex-data.com","Vertex Data","Manufacturing","Micro ($0-$1MM)","Small (10-49)","MQL","2026-08-21",184,11,"3251bfb81675e83033877a37cec3504e043368c989047eba54883512d7163c83"
"vertex-data.com","Vertex Data","Entertainment","Large ($100MM-$200MM)","Medium-Large (500-999)","MQL","2026-05-09",228,26,""
"atlas-cloud.com","Atlas Cloud","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-07-03",5,1,"b6145c749384ee746b66a4b49fc2dd03bb86cc9890b7142f725041ce2781a685"
"blue-media.com","Blue Media","Logistics and Supply Chain","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-05-26",4,1,"5a887007dfa531749d59f0f8cf265f3b0977a466eb4c3162c03bed89be05c3b4"
"core-solutions.com","Core Solutions","Retail","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-13",2,1,""
"smart-cloud.com","Smart Cloud","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-09-02",10,2,"209971a8b939a3204bb9473ea1a9875e38cdca4072033ca11960cebffbf1ce91"
"core-tech.com","Core Tech","Software / Information Technology","XXLarge ($1B+)","XXLarge (10,000+)","Unaware","2026-04-23",3,1,""
"peak-net.com","Peak Net","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-05-03",84,12,"75df8116dc774b8612c58e3889269fde7ee703fa4dee1bc4b04b6dbe1eb7d4fe"
"blue-solutions.com","Blue Solutions","Legal Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-08-15",1,1,"dd7de8d72293fe9239df45f0cb00aaf29d214149d1598b007cb7311a97606845"
"swift-works.com","Swift Works","Logistics and Supply Chain","XXLarge ($1B+)","XXLarge (10,000+)","Unaware","2026-05-15",2,1,"f77cbdc6fc9eb98d875a3b420811c0cfb4ff14e30f153ba9879cde61c7d37ff8"
"nova-media.com","Nova Media","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-04-05",4,2,"f1f9a83553376c9873c69c31e65bd502fdb9ed7909cab7934955baa257c68b4a"
"acme-tech.com","Acme Tech","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-08-15",5,1,"10b1de4cf2b9ae0cf9614658d964dd5fda6e86cba3768c9f56813c48ed1f58b2"
"rapid-solutions.com","Rapid Solutions","Automotive","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-07-23",10,4,""
"acme-hub.com","Acme Hub","Retail","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-04-28",20,12,"999901070f665e452b86aa2f580b6aad6f82d17eed44842f88e6e019be2608ea"
"prime-labs.com","Prime Labs","Entertainment","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-09-21",6,3,"4f5d387252763c511ed8fe4eb8b5b51f116ebccdbde60e6c9809603a037bdf61"
"swift-group.com","Swift Group","Marketing and Advertising","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-08-19",54,10,"ade6ca3012d187bfabcd4f123878d21aa963a1cbeb0bee0c5032f1b45c52c82e"
"rapid-tech.com","Rapid Tech","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-06-11",4,1,"aea270ab9db73ba17e3340b4f88721c71c89ac98b7dd0f23f175c54d7c51e5c1"
"acme-solutions.com","Acme Solutions","Management Consulting","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-08-25",17,2,"2c45857f97e3fc4b55b0e18d2010dda1b72609a301293f1afcb5de31196f3829"
"green-media.com","Green Media","Food & Beverages","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-09-03",47,16,""
"iron-cloud.com","Iron Cloud","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-06-08",18,2,"f32ac7c273fbb682c105c7070cbbb26259b35ab75110c30ed14db245c69b23f1"
"cyber-group.com","Cyber Group","Automotive","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL","2026-07-29",103,19,"dbe524b9f7f197cb43db2370f8151e7485973bea6cdb1f9a87728f387acabbe0"
"iron-labs.com","Iron Labs","Entertainment","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-09-07",4,1,"1a8cd7259c3b83251e251570c08c3eaa185d921ffefc5680700bedeb0f9d9843"
"cyber-io.com","Cyber Io","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-06-25",1,1,""
"cyber-corp.com","Cyber Corp","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-05-14",5,1,"582fa7d76740012e645b993bd022742236398e7cf092dd4977b553cd654850f2"
"cyber-solutions.com","Cyber Solutions","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-05-06",4,1,"ac085dda47039de243c8d749ec98a1e1ad3e105376a07a7c340482126f8e5390"
"rapid-labs.com","Rapid Labs","Telecommunications","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-09-16",1,1,"8bbd9ecc42eb2f0d94b9ab1ae51c031147876dc516d4fa9b6530be9f29781bf5"
"peak-systems.com","Peak Systems","Legal Services","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-07-04",63,12,""
"peak-group.com","Peak Group","Management Consulting","Medium-Large ($50MM-$100MM)","Medium (200-499)","Opportunity","2026-07-04",420,21,"6ff3b665b4ae2e066e91b5ee75ea39388a7f08bcf81661aab7282d385abffc3a"
"cyber-tech.com","Cyber Tech","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-09-10",47,10,"67fab1745f84db9c298c04ba30f60d0ee35cdd5dfd230949a36ba518b256ce0c"
"iron-tech.com","Iron Tech","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-01",3,1,""
"clear-works.com","Clear Works","Legal Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-09-20",43,11,"4c273d69df48dfbe744875fae9850a55c63422b52dec4c2f3f96588839fa02db"
"rapid-systems.com","Rapid Systems","Entertainment","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-05-26",5,3,"08d56444a68aa5c478262f6b367d44899678b113813e4fde47aa754bb7803170"
"peak-io.com","Peak Io","Construction","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL","2026-06-18",34,26,""
"swift-cloud.com","Swift Cloud","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-20",2,1,"ff33cf66f0b67a9581176f0e6dcf71637059b0c50deebee2a77ca04f47edc417"
"global-labs.com","Global Labs","Consumer Goods","XXLarge ($1B+)","XXLarge (10,000+)","Engaged","2026-07-14",85,14,""
"core-works.com","Core Works","Education Management","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-07-17",3,1,""
"blue-group.com","Blue Group","Legal Services","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-04-10",15,4,""
"clear-cloud.com","Clear Cloud","Health, Wellness and Fitness","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware","2026-08-30",13,5,""
"nexus-systems.com","Nexus Systems","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-04-21",95,7,"49d4fc864ccf54eb45817f65a0c006efc0e9c406911cb6d32309940b33e36ce5"
"smart-solutions.com","Smart Solutions","Financial Services","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-05-01",105,6,"ee337af2798975d4bb09b73f4beb3ec81b74264a7d4d4a4073d359e92b3237d1"
"global-io.com","Global Io","Automotive","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-07-09",4,1,"0ec8ffe22b15ba5b129033fe3cbeccdf519daa1853ec15837249ed897e3367f2"
"prime-systems.com","Prime Systems","Food & Beverages","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged","2026-08-25",26,14,""
"cyber-media.com","Cyber Media","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-08-13",21,4,""
"prime-media.com","Prime Media","Marketing and Advertising","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-05-07",1,1,"435fd843f1532025946419a47726637238b1cc39126ff2e0e728ba56f9ece12f"
"apex-systems.com","Apex Systems","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-09-03",6,5,""
"core-net.com","Core Net","Management Consulting","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-05-07",3,2,"158adde7497956cdeeb248cbd5dc63cec61aeb849b9aeb43a593ddf597582f90"
"clear-inc.com","Clear Inc","Marketing and Advertising","XXLarge ($1B+)","XXLarge (10,000+)","MQL","2026-06-01",185,23,""
"peak-media.com","Peak Media","Insurance","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-12",1,1,"e511454fed3e4f53a9a3f75b55b04e18068ad7ebfbd3ec22b6a40e8102a3479f"
"swift-hub.com","Swift Hub","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-08-24",2,1,""
"core-media.com","Core Media","E-Learning","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-03-31",1,1,""
"vertex-cloud.com","Vertex Cloud","Management Consulting","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged","2026-06-29",33,4,"ac7ee805ff017b8d98edef591e2cab7e9f2210fa1338f25a1785accd57b804f5"
"smart-labs.com","Smart Labs","Education Management","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-05-14",55,9,"4be65e918ac2a975566a4c883353b876adc3ea079a14d46c8ff2d46524b4287f"
"stellar-solutions.com","Stellar Solutions","Entertainment","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-09-02",109,12,"a787526af4986cd846ee58243178b6b9f5a7be8cf6fbf638e1057e43775b47cc"
"swift-net.com","Swift Net","Software / Information Technology","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-05-05",4,1,"6d1ec5820afcf888e52b1a67b1dd26526d659b5f7cb42fbac053770bbc050ccd"
"cyber-group.com","Cyber Group","Real Estate","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Opportunity","2026-04-24",133,31,"d6c959381466fcaae99a15a33a3888e3733e434455e32ce4ce22239055399a8e"
"nova-cloud.com","Nova Cloud","Construction","XXLarge ($1B+)","XXLarge (10,000+)","Aware","2026-05-09",21,1,"820a1eecccdf2ce22944455dae5e84baa923ee28d788325773cdd2e9e13d5045"
"prime-group.com","Prime Group","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-04-25",5,1,""
"swift-digital.com","Swift Digital","Manufacturing","Micro ($0-$1MM)","Small (10-49)","Opportunity","2026-09-20",185,15,"89f278a6d5517a2bcb2980c066607f6001b5bf8057969179619fc5b40c43cf29"
"rapid-net.com","Rapid Net","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL","2026-08-01",174,20,""
"peak-group.com","Peak Group","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-06-11",225,18,"b0a1256a77e6ed01676d2d7e8f0e1038415611a0af23aa5e16eade3ae69470fd"
"atlas-inc.com","Atlas Inc","Software / Information Technology","XXLarge ($1B+)","XXLarge (10,000+)","Unaware","2026-05-08",4,1,"9eef23ff30f2c17c7617d6b99da9573eb96c45250d05c3d130320521abc9911d"
"bright-group.com","Bright Group","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-06-22",1,1,""
"cyber-digital.com","Cyber Digital","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-04-26",3,1,"9cbf64bc3b648f8f273fc5e2e38de020fe336040ce528a3f91c4740122b3bb38"
"nexus-inc.com","Nexus Inc","Construction","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-08-23",5,1,""
"smart-inc.com","Smart Inc","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-04-26",2,1,"5064603229e6bff99cead8dad6941d628298a91a7b973de1251d3b59aff96d03"
"blue-data.com","Blue Data","Construction","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-04-09",5,2,"b603aa5d63f1def245122b58989b8a4d98c48da133801e2e84356fe707722dce"
"iron-hub.com","Iron Hub","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity","2026-04-04",179,30,"5073da457906f1d50e13df1866be2ad6d0874dd3bfe829cc9ef802c79570ddd6"
"rapid-labs.com","Rapid Labs","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-02",5,1,""
"nexus-solutions.com","Nexus Solutions","Financial Services","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware","2026-07-31",14,6,""
"nexus-inc.com","Nexus Inc","Entertainment","XLarge ($200MM-$1B)","Large (1,000-4,999)","MQL","2026-06-11",35,9,"ab9931c6cb10cf9c48f8bdccfda65abf3dd3ff7019febdf5fc3f9e1c25e1a8a3"
"prime-tech.com","Prime Tech","Legal Services","Micro ($0-$1MM)","Micro (1-9)","Opportunity","2026-09-01",381,48,""
"core-systems.com","Core Systems","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity","2026-08-24",489,17,"38e42cdfe14f6b0a2c3af2acbf51def938f32cb3a8b9b20ce3065bf9e70807d7"
"apex-labs.com","Apex Labs","Retail","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged","2026-07-18",107,16,""
"prime-systems.com","Prime Systems","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-07-05",20,5,"0f8c912698edf95d31e7a2e91a3f8d17c8f8f26c2905b802f608b9524eac1419"
"smart-works.com","Smart Works","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-08-27",3,1,"cc74a6ca8dda15bd7457b198c8e7965dffa0960a57b4ee110f5652181226734f"
"iron-digital.com","Iron Digital","Telecommunications","Micro ($0-$1MM)","Small (10-49)","Aware","2026-07-09",8,4,"cf401183ff9c8f070ea946f58c6281fd633bf8eb6fdc229801163446cb273bc4"
"cyber-digital.com","Cyber Digital","Insurance","XXLarge ($1B+)","XXLarge (10,000+)","Opportunity","2026-08-11",147,45,""
"smart-systems.com","Smart Systems","Retail","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-08-10",1,1,"a2380b56b0d78a8638f5afbfce988b657d1f11f96161216347412ef6893b76e6"
"nova-labs.com","Nova Labs","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-05-21",4,1,"5ec5fbdcad454e0ad84e24064f52a55b36d559ba993e605c45b4fff9c43d6a66"
"peak-io.com","Peak Io","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-04-16",108,17,""
"apex-hub.com","Apex Hub","Hospital & Health Care","XXLarge ($1B+)","XXLarge (10,000+)","Engaged","2026-04-11",99,14,""
"core-digital.com","Core Digital","Retail","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-05-18",39,15,""
"atlas-io.com","Atlas Io","Real Estate","XXLarge ($1B+)","XXLarge (10,000+)","Aware","2026-05-17",20,5,""
"iron-media.com","Iron Media","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-06-17",3,1,"048e53e75ca79fddfe2e7d8988ae677d3da79da00a26a5883c75b7639bee3ea3"
"stellar-hub.com","Stellar Hub","Education Management","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-06-19",12,2,"52ff955a875f581102eadff7aaf291a4d392e310485edf3498437d2a03722360"
"vertex-inc.com","Vertex Inc","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity","2026-09-09",186,45,""
"blue-works.com","Blue Works","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-05-04",86,9,"d197f988668e2cbbeb0d5824b17c8c60d51134787059af3600f21c3cb4a7db0e"
"blue-labs.com","Blue Labs","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-06-01",4,2,"d1903205fc5bc6ad630623b6b0d652904d5059de81d4b97fd3882c9d5f84166d"
"acme-data.com","Acme Data","Food & Beverages","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware","2026-05-22",21,3,"38d838ce63af5e1a9c9c1609426ca7c37a8cd51439da88eeb47a45b354287887"
"smart-solutions.com","Smart Solutions","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-05-02",1,1,"2ec57f9334f28eb9f0020791517b9390159b33f6ae6b3e5ef7b42029710f2164"
"atlas-corp.com","Atlas Corp","Retail","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged","2026-04-10",36,10,"23cfdca95d3ed1144df865fcaec4396f61de151f8f1506b1cc57c31a8ee1d98b"
"green-cloud.com","Green Cloud","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-08-05",73,27,""
"bright-media.com","Bright Media","Real Estate","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware","2026-08-14",21,4,""
"acme-systems.com","Acme Systems","Consumer Goods","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-06-20",5,1,"7b968f26f63904c35db3d36a042fe0211944a00dc3c8a001675e0692dfb01b62"
"atlas-digital.com","Atlas Digital","Education Management","Micro ($0-$1MM)","Small (10-49)","MQL","2026-09-17",222,26,""
"acme-data.com","Acme Data","Retail","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-06-16",3,1,"fc853cbb4ac15aaf8f384ebd28eba60ac3fb741cfc2b97f6f1db14c23b3d9982"
"iron-works.com","Iron Works","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-06-29",52,11,"7a5ec8d2ea77c70aac717edfa720fe8dffdab483808a0ec7d21b323540afe2ee"
"cyber-inc.com","Cyber Inc","Retail","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-06-20",3,1,""
"swift-corp.com","Swift Corp","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-06-11",4,3,"c92b642ae50981969b9ae41a08603796fc1eada532d9d8b11954b27df9947345"
"iron-tech.com","Iron Tech","Entertainment","Small ($1MM-$10MM)","Small (10-49)","Engaged","2026-08-24",61,7,"34c0c5b54622ba902bb58c322909ac8dff48b011a969ef0f9c393a1096fb6bcb"
"swift-cloud.com","Swift Cloud","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-05-25",42,7,"a6e1be3a1d457d9611c13fcc3760d80023c9a7e345bbafcd3fe4e3fcfd42dc07"
"prime-inc.com","Prime Inc","Manufacturing","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-04-15",73,4,"f559310c4b50d19f14ee6cc8a0fbfe6cfc743f2ff50aade40800122fedb7d659"
"clear-cloud.com","Clear Cloud","Health, Wellness and Fitness","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-06-06",1,1,"ecd2bb800cfb6a2ac780cf70cc293a296f60780e9ba874d12d8863533c8387a4"
"swift-io.com","Swift Io","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-13",3,1,""
"core-solutions.com","Core Solutions","Education Management","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-06-09",53,5,"ddab5a6487130a7babae7b60542d2f5f923c157daf838c1fecdbcf11e9477f16"
"cyber-data.com","Cyber Data","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-27",5,1,""
"rapid-io.com","Rapid Io","Financial Services","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware","2026-05-15",13,4,""
"iron-digital.com","Iron Digital","Telecommunications","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware","2026-08-30",3,1,""
"peak-media.com","Peak Media","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Aware","2026-08-03",14,1,"4dd606b27f7e10193fb26aa3f8f12b84cc7b3b3cd413fccfdd82bc3d88dd0a3a"
"green-media.com","Green Media","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-06-23",13,10,"035d2eb47215b7f3caa04d37e94fdacd27fe0bd4c4af71a9fff3dcb9f46a082b"
"global-hub.com","Global Hub","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-07-09",1,1,""
"bright-works.com","Bright Works","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-06-08",2,1,"5b661e49f84fa45946419d933f5391c856dbb0073e853b093fd001e397f37bc4"
"peak-corp.com","Peak Corp","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-07-11",13,4,"c02621bc87b19658d93480c9538fc7cd2f4631ef74ca1028d5c3341b2b0d8da4"
"acme-io.com","Acme Io","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-04-19",3,1,""
"vertex-hub.com","Vertex Hub","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware","2026-04-14",18,3,"273d74fbd38b75bc77a76ec473f8e1415635c27d28427ef97949693f2cc7e113"
"rapid-solutions.com","Rapid Solutions","Manufacturing","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware","2026-07-15",14,2,"8c7b621375d070a4f4f65792796905311d3bf2caa34961cf169c74c27f4fd265"
"prime-systems.com","Prime Systems","Health, Wellness and Fitness","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-06-15",5,1,"65bde4b743bf94e4bc4506f7115df402987f9b977f2209c4b5ec344abd89e92b"
"core-media.com","Core Media","Education Management","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-05-29",4,1,"4bf12542e320bcee90934c8e2a86b45236b800ff266bb1ad35ad7c68f02da687"
"blue-systems.com","Blue Systems","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-04-07",32,16,""
"nova-labs.com","Nova Labs","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware","2026-07-26",14,4,""
"vertex-net.com","Vertex Net","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL","2026-07-04",166,7,"8ad81000ffa9c9ec8f7a9e7973f0bc9cbfddaf856b1b7eead9f70d2c566f0017"
